family,name,n_splits,full_auc,private_median,private_p10,private_p05,private_mean,private_std,public_median,gap_median,delta_ref_median,delta_ref_p10,private_win_rate,beats_ref_rate
stratified,best_rust_csweep_stack,350,0.9538841133453734,0.9538875505037614,0.9536916288212046,0.953642576070979,0.9538839831026347,0.00014872029993919495,0.953872792414151,-1.4385779183445635e-05,7.834633439673944e-06,5.581016668287919e-06,0.0,1.0
stratified,best_meta_bag_c008_s6,350,0.9538763057816942,0.953880054909698,0.9536827573713438,0.9536341599998778,0.9538761485412345,0.00014864857444543125,0.9538607957965993,-1.9576929153997114e-05,0.0,0.0,0.0,0.0
stratified,v15_realmlp_avg6,350,0.9506322797548881,0.950641124668038,0.950423178744604,0.9503624119411909,0.9506319241699196,0.0001625975775457324,0.950594769841409,-4.6280786468178015e-05,-0.0032487920708072493,-0.0033081072727713656,0.0,0.0
year,rstack_realmlp6avg_c004_s42_j5,120,0.9539194112314029,0.9584744595206791,0.9303407293920146,0.9303407293920146,0.9500274116073156,0.01548672726043842,0.9341510333581392,-0.024803911924893618,4.2102018952383524e-05,3.3315945965561866e-05,1.0,1.0
year,rstack_realmlp6avg_c006_s42_j5,120,0.9539160201125667,0.9584732341665864,0.9303380755374274,0.9303380755374274,0.9500239423647595,0.015486035097042588,0.9341505768327047,-0.02481310815486415,4.0876664859634815e-05,2.802538791801812e-05,0.0,1.0
year,rstack_realmlp6avg_c008_s42_j5,120,0.9539141810618398,0.9584727517527701,0.9303356079079138,0.9303356079079138,0.950021851023683,0.015486243869264971,0.9341523363144443,-0.024820511114018617,4.0394251043407436e-05,2.4823489969239e-05,0.0,1.0
year,rstack_realmlp6avg_c012_s42_j5,120,0.9539138008367111,0.9584696598194502,0.9303348107339142,0.9303348107339142,0.9500211248772098,0.015486753518335842,0.9341355207131008,-0.024810055399412168,3.7302317723475475e-05,3.0299995774307753e-05,0.0,1.0
year,rstack_realmlp4_c008_s42_j5,120,0.9539075183053676,0.9584607663856259,0.9303251692346735,0.9303251692346735,0.9500145671705906,0.01548964910390562,0.9341091385989734,-0.024797260846998737,3.2069942947132724e-05,2.3744371273171083e-05,0.0,1.0
year,rstack_realmlp4_c006_s42_j5,120,0.9539063854056131,0.9584644939667097,0.9303236358369573,0.9303236358369573,0.9500134636863099,0.015489785913349293,0.9341237283785896,-0.024820721790322575,3.213646498301248e-05,2.4541583986348314e-05,0.0,1.0
year,best_rust_csweep_stack,120,0.9538841133453734,0.9584428929824835,0.9302892334191648,0.9302892334191648,0.9499898816257834,0.015498697635472456,0.934082567926458,-0.024825239111080366,1.0101784097993338e-05,6.170921573733779e-06,0.0,1.0
year,best_meta_bag_c008_s6,120,0.9538763057816942,0.9584323575017267,0.9302830624975911,0.9302830624975911,0.9499812049510602,0.015496382257533265,0.9340777763425663,-0.02481748184629151,0.0,0.0,0.0,0.0
year,v15_realmlp_avg6,120,0.9506322797548881,0.9554531145542702,0.9261394802685606,0.9261394802685606,0.9464527571729,0.01595288031849543,0.9289511974266844,-0.026263876558054067,-0.0033705679456557114,-0.00414358222903044,0.0,0.0
